name,province,city,district,latitude,longitude,full_address,website,phone
绥芬河市人民法院,黑龙江省,牡丹江市,绥芬河市,44.3970839,131.1248192,,,
广汉市人民法院,四川省,德阳市,广汉市,30.9992109,104.2784774,,,
宿迁经济技术开发区人民法院,江苏省,宿迁市,宿城区,33.9049588,118.2508267,,,
长治市潞州区人民法院审判庭,山西省,长治市,潞州区,36.2230591,113.119788,,,
蓬江区法院,广东省,江门市,蓬江区,22.5832713,113.0682531,,,
嵊泗县人民法院共享法庭(东升村),浙江省,舟山市,嵊泗县,30.7228099,122.7837473,,,
鱼台县人民法院,山东省,济宁市,鱼台县,34.9920469,116.6492489,,,
乌鲁木齐市天山区人民法院,新疆维吾尔自治区,乌鲁木齐市,天山区,43.78075,87.6238136,,,
漯河市郾城区人民法院,河南省,漯河市,郾城区,33.5880115,114.0057653,,,
漯河市源汇区人民法院,河南省,漯河市,源汇区,33.5693336,114.010909,,,
堆龙德庆区人民法院,西藏自治区,拉萨市,堆龙德庆区,29.6496599,90.9936283,,,
茂名市茂南区人民法院,广东省,茂名市,茂南区,21.6671863,110.9084547,,,
固原市原州区人民法院,宁夏回族自治区,固原市,原州区,36.0282233,106.2497765,,,
香洲区人民法院,广东省,珠海市,香洲区,22.2689387,113.5323738,,,
云冈区法院,山西省,大同市,云冈区,40.0278812,113.2009754,,,
云冈区法院,山西省,大同市,云冈区,40.0280846,113.1996021,,,
唐河县人民法院,河南省,南阳市,唐河县,32.6918463,112.7976476,,,
方城县人民法院(办公二区),河南省,南阳市,方城县,33.2464846,112.9870365,,,
嘉黎县人民法院,西藏自治区,那曲市,嘉黎县,30.643739,93.2339877,,,
建邺区人民法院金融法庭,江苏省,南京市,建邺区,32.002357,118.7429577,,,
索县人民法院,西藏自治区,那曲市,索县,31.8865814,93.7831405,,,
杂多县人民法院,青海省,玉树藏族自治州,杂多县,32.898144,95.2547479,,,
武侯区人民法院晋阳人民法庭,四川省,成都市,武侯区,30.6475754,104.0027789,,,
枣庄市市中区人民法院,山东省,济南市,市中区,34.8527085,117.5337348,,,
成都市锦江区人民法院牛市口人民法庭,四川省,成都市,锦江区,30.6478143,104.0841879,,,
滕州市人民法院木石人民法庭,山东省,枣庄市,滕州市,34.9845144,117.2647668,,,
锦江区人民法院三圣人民法庭,四川省,成都市,锦江区,30.5925349,104.1062248,,,
金堂县人民法院,四川省,成都市,金堂县,30.861482,104.4104149,,http://cdjtfy.chinacourt.org/index.shtml,+86 28 8493 5611
二七区人民法院环境资源保护巡回法院,河南省,郑州市,二七区,34.6670634,113.5604908,,,
海曙人民法院共享法庭,浙江省,宁波市,海曙区,29.8635507,121.5475931,,,
贡觉县人民法院,西藏自治区,昌都市,贡觉县,30.8534652,98.2729787,,,
于田县人民法院,新疆维吾尔自治区,和田地区,于田县,36.8572701,81.6643682,,,
抚松县人民法院,吉林省,白山市,抚松县,42.1717092,127.4691517,,,
江州区人民法院,广西壮族自治区,崇左市,江州区,22.4173111,107.3447506,,,
慈溪市人民法院逍林派出法庭,浙江省,宁波市,慈溪市,30.1922983,121.3164747,,,
德安县人民法院黄㛚人民法庭,江西省,九江市,德安县,29.3912649,115.7136697,,,
沙依巴克区人民法院,新疆维吾尔自治区,乌鲁木齐市,沙依巴克区,43.8101911,87.5930912,,,
昔阳县人民法院司法警察大队,山西省,晋中市,昔阳县,37.5975476,113.6977485,,,
玉泉区法院,内蒙古自治区,呼和浩特市,玉泉区,40.7712966,111.6121371,,,
玉泉区法院,内蒙古自治区,呼和浩特市,玉泉区,40.7715377,111.609716,,,
梨树县人民法院,吉林省,四平市,梨树县,43.2953936,124.3435591,,,
西充县人民法院,四川省,南充市,西充县,30.9928209,105.8942501,,,
衡山县法院,湖南省,衡阳市,衡山县,27.2608093,112.8459495,,,
宝安区人民法院执行局,广东省,深圳市,宝安区,22.5590559,113.9071925,,,
宁波市镇海区人民法院,浙江省,宁波市,镇海区,29.9552529,121.6880733,,,
谷城县人民法院,湖北省,襄阳市,谷城县,32.2605753,111.6253375,,,
台山市人民法院海宴人民法庭,广东省,江门市,台山市,21.7736229,112.5507608,,,
连云区法院,江苏省,连云港市,连云区,34.7561786,119.33819,,,
连云区法院,江苏省,连云港市,连云区,34.754732,119.3375654,,,
海州区法院,辽宁省,阜新市,海州区,34.5715273,119.1527365,,,
海州区法院,辽宁省,阜新市,海州区,34.5717791,119.1490672,,,
曲麻莱县人民法院办公楼,青海省,玉树藏族自治州,曲麻莱县,34.1298627,95.7990714,,,
东区法院大楼,四川省,攀枝花市,东区,22.2843301,114.224144,,,
乌鲁木齐县人民法院,新疆维吾尔自治区,乌鲁木齐市,乌鲁木齐县,43.8235523,87.6097774,,,
固始县人民法院,河南省,信阳市,固始县,32.1876166,115.6476158,,,
荆州区人民法院,湖北省,荆州市,荆州区,30.3466716,112.1843524,,,
永清县人民法院后奕法庭,河北省,廊坊市,永清县,39.2130702,116.5620965,,,
朝阳区法院,吉林省,长春市,朝阳区,39.9318067,116.4690768,,,
深圳市南山区人民法院,广东省,深圳市,南山区,22.5499782,113.9266133,,,
深圳市龙岗区人民法院,广东省,深圳市,龙岗区,22.721655,114.238614,,,
越城区法院,浙江省,绍兴市,越城区,30.0069492,120.5852482,,,
南山区人民法院粤海人民法庭,广东省,深圳市,南山区,22.5286976,113.9161841,,,
泰兴市人民法院,江苏省,泰州市,泰兴市,32.1711212,120.0387334,,,
锡山区法院,江苏省,无锡市,锡山区,31.5898814,120.3498203,,,
海珠区人民法院,广东省,广州市,海珠区,23.0838716,113.2982106,,,
江阴市中级法院,江苏省,无锡市,江阴市,31.9188264,120.2914128,,,
天台县人民法院,浙江省,台州市,天台县,29.1559339,120.9855919,,,
饶平县人民法院三饶法庭,广东省,潮州市饶平县三饶镇,饶平县,23.9826058,116.8237611,,,
孟津区人民法院,河南省,孟津区,孟津区,34.8255386,112.4446902,,,
江北区人民法院,浙江省,宁波市,江北区,29.8931477,121.5523575,,,
邗江区人民法院,江苏省,扬州市,邗江区,32.3815152,119.3901145,,,
阳朔县法院,广西壮族自治区,桂林市,阳朔县,24.7733786,110.4757124,,,
枣庄市中级人民法院,山东省,枣庄市,薛城区,34.8071348,117.3257535,,,+86 63212368
西区裁判法院大楼,四川省,攀枝花市,西区,22.2867623,114.1405235,,,
广州市白云区人民法院,广东省,广州市,白云区,23.2033836,113.2588501,,,
峄城区人民法院榴园法庭,山东省,枣庄市,峄城区,34.7685581,117.5568542,,,
枣庄市峄城区人民法院,山东省,枣庄市,峄城区,34.7812706,117.575801,,,
枣庄市山亭区人民法院,山东省,枣庄市,山亭区,35.1002514,117.4591425,,,
平湖市人民法院新埭法庭,浙江省,新埭镇,平湖市,30.8219753,121.0751364,,,
遵义市遵义县人民法院虾子人民法庭,辽宁省,锦州市,义县,27.6933415,107.1867993,,,
遵义市红花岗区人民法院 长征人民法庭,贵州省,遵义市,红花岗区,27.6901828,106.9468947,,,
遵义县人民法院三合镇人民法庭,辽宁省,锦州市,义县,27.4223486,106.764063,,,
遵义县人民法院 尚嵇人民法庭,辽宁省,锦州市,义县,27.3769354,106.9659958,,,
大武口区白芨沟人民法院,宁夏回族自治区,石嘴山市,大武口区,39.1054743,106.1333803,,,
通州区法院,江苏省,南通市,通州区,32.0751871,121.0713607,,,
昌邑市人民法院柳疃人民法庭,山东省,潍坊市,昌邑市,36.9397401,119.3903912,,,
滨江区法院,浙江省,杭州市,滨江区,30.2124736,120.2089526,,,
花山区人民法院,安徽省,马鞍山市,花山区,31.7028191,118.5258147,,,
浦口区人民法院,江苏省,南京市,浦口区,32.0608409,118.6211114,,,
安宁市人民法院,云南省,昆明市,安宁市,24.9226593,102.4618127,,,
古冶区人民法院,河北省,唐山市,古冶区,39.7348628,118.4405464,,,
玄武区人民法院,江苏省,南京市,玄武区,32.0524656,118.7905297,,,
七里河区法院,甘肃省,兰州市,七里河区,36.086593,103.7297088,,,
安宁区人民法院,甘肃省,兰州市,安宁区,36.0948105,103.7038302,,,
临沂市兰山区人民法院,山东省,临沂市,兰山区,35.045649,118.3380629,,,
临沂市罗庄区法院,山东省,临沂市,罗庄区,34.999617,118.2820258,,,
临沂市河东区人民法院,山东省,临沂市,河东区,35.0744071,118.3892545,,,
常熟市人民法院辛庄人民法庭,江苏省,苏州市,常熟市,31.5421941,120.6679549,,,
滕州市人民法院,山东省,枣庄市,滕州市,35.1147166,117.1576346,,,
仪征市人民法院,江苏省,扬州市,仪征市,32.2822619,119.1688372,,,
寒亭区人民法院,山东省,潍坊市,寒亭区,36.7638959,119.1874815,,,
播州区人民法院,贵州省,遵义市,播州区,27.5856889,106.852038,,,
兰山区人民法院,山东省,临沂市,兰山区,35.0878659,118.3073117,,,
玉环市人民法院,浙江省,台州市,玉环市,28.1167157,121.2445439,,,
富顺县人民法院,四川省,自贡市,富顺县,29.1835391,104.9769421,,,
富顺县人民法院东湖人民法庭,四川省,自贡市,富顺县,29.1816184,104.9538726,,,
泰山区人民法院,山东省,泰安市,泰山区,36.1950181,117.1666475,,,
邹城市人民法院,山东省,济宁市,邹城市,35.4078193,116.9978157,,,
会泽县人民法院,云南省,曲靖市,会泽县,26.4160171,103.2832798,,,
自流井区人民法院,四川省,自贡市,自流井区,29.3250614,104.7503384,,,
临沂市兰山区人民法院义堂法庭,山东省,临沂市,兰山区,35.1636807,118.2267885,,,
二七区人民法院,河南省,郑州市,二七区,34.7256363,113.6354979,,,
杭州市上城区人民法院,浙江省,杭州市,上城区,30.2172378,120.1690374,,,
西城区人民法院（南区）,山西省,阳泉市,城区,39.8721325,116.3626795,,,
沂南县人民法院界湖人民法庭,山东省,临沂市,沂南县,35.5606267,118.4528975,,,
沂南县人民法院,山东省,临沂市,沂南县,35.5329555,118.4665587,,,
汕头市金平区人民法院,广东省,汕头市,金平区,23.3637988,116.7110663,,,
甘州区人民法院,甘肃省,张掖市,甘州区,38.9406523,100.4155916,,,
单县人民法院,山东省,菏泽市,单县,34.7796358,116.1026538,,,
福田区人民法院,广东省,深圳市,福田区,22.5237705,114.0491188,,,
胶州帝国法院旧址,Shandong,Qingdao,Shinan,36.0639944,120.3185309,,,
邹城市人民法院中心人民法庭,山东省,济宁市,邹城市,35.4330349,116.901885,,,
两当县法院,甘肃省,陇南市,两当县,33.9209153,106.3003178,,,
荔湾区法院,广东省,广州市,荔湾区,23.0747647,113.2113966,,,
双流区太平法院,四川省,成都市,双流区,30.4302208,104.1994993,,,
呼和浩特市赛罕区人民法院,内蒙古自治区,呼和浩特市,赛罕区,40.7752302,111.7324731,,,
常州市武进区人民法院,江苏省,常州市,武进区,31.712475,119.9588136,,,
新兴县人民法院,广东省,云浮市,新兴县,22.715299,112.2289988,,,
霞浦县人民法院,福建省,宁德市,霞浦县,26.8925553,120.0175428,,,
荣县人民法院,四川省,自贡市,荣县,29.4592365,104.3969773,,,
永靖县人民法院,甘肃省,临夏回族自治州,永靖县,35.9381183,103.3078628,,,
蔡甸区人民法院,湖北省,武汉市,蔡甸区,30.5709207,114.034717,,,
市南区人民法院云南路法庭,山东省,青岛市,市南区,36.0646681,120.2981276,,,
柳州市城中区人民法院,广西壮族自治区,柳州市,城中区,24.3576124,109.4304578,,,
青岛市黄岛区人民法院,山东省,青岛市,黄岛区,35.9569597,120.1920159,,,
白河县人民法院,陕西省,安康市,白河县,32.8013204,110.1100739,,,
阿勒泰市人民法院,新疆维吾尔自治区,阿勒泰地区,阿勒泰市,47.8274552,88.1305114,,,
常州市新北区人民法院,江苏省,常州市,新北区,31.8206903,119.9553968,,,
常州市天宁区人民法院,江苏省,常州市,天宁区,31.7927019,119.9920977,,,
南通市崇川区人民法院,江苏省,南通市,崇川区,32.0006729,120.8812178,,,
上虞区人民法院,浙江省,绍兴市,上虞区,30.0381252,120.8610146,,,
杭州市下城区人民法院,山西省,阳泉市,城区,30.3110637,120.1764405,,,
杭州市富阳区人民法院,浙江省,杭州市,富阳区,30.0630821,119.9387146,,,
薛城区人民法院临山人民法庭,山东省,枣庄市,薛城区,34.8146475,117.282265,,,
柳南区人民法院,广西壮族自治区,柳州市,柳南区,24.2783053,109.3893419,,,
泉州市丰泽区人民法院,福建省,泉州市,丰泽区,24.8930154,118.5945462,,,
北川羌族自治县人民法院,四川省,绵阳市,北川羌族自治县,31.6183958,104.4660251,,,
富宁县人民法院,云南省,文山壮族苗族自治州,富宁县,23.6263526,105.6318462,,,
杭州市西湖区人民法院上泗人民法庭,浙江省,杭州市,西湖区,30.14088,120.0836469,,,
杭州市西湖区人民法院上泗人民法庭主楼,浙江省,杭州市,西湖区,30.1409131,120.0838323,,,
广州海事法院汕头法庭,广东省,汕头市,龙湖区,23.3569683,116.7407659,,,
金州区人民法院,辽宁省,大连市,金州区,39.1099664,121.7140861,,,
历城区法院华山法庭,山东省,济南市,历城区,36.6781558,117.067818,,,
江海区人民法院,广东省,江门市,江海区,22.5633352,113.1030612,,,
恒山区人民法院,黑龙江省,鸡西市,恒山区,45.2081666,130.899333,,,
恩平市人民法院,广东省,江门市,恩平市,22.1993452,112.3321909,,,
济南市历下区人民法院,山东省,济南市,历下区,36.6581618,117.0315921,,,
威信县法院,云南省,昭通市,威信县,27.8505835,105.0395374,,,
新会区人民法院,广东省,江门市,新会区,22.4611825,113.0255237,,,
新会区人民法院三江法庭,广东省,江门市,三江镇,22.4279444,113.0998273,,,
北京市高级人民法院,北京市,北京市,朝阳区,39.9028044,116.43171,,,
肥乡区人民法院,河北省,邯郸市,肥乡区,36.5553007,114.7905326,,,
雨花区人民法院马王堆宿舍,湖南省,长沙市,雨花区,28.2025121,113.0196271,,,
思明区人民法院,福建省,厦门市,思明区,24.477699,118.1121606,,,
建邺区人民法院,江苏省,南京市,建邺区,31.987217,118.7144265,,,
历城区人民法院,山东省,济南市,历城区,36.685285,117.0901197,,,
单县人民法院审判法庭,山东省,菏泽市,单县,34.779889,116.1029697,,,
雨湖区人民法院,湖南省,湘潭市,雨湖区,27.8787278,112.8978557,,,
任丘市人民法院,河北省,沧州市,任丘市,38.7106481,116.1032608,,,
沙河市人民法院,河北省,邢台市,沙河市,36.8760229,114.5112182,,,
清河县人民法院,河北省,邢台市,清河县,37.0574252,115.6513039,,,
南宫市人民法院,河北省,邢台市,南宫市,37.3570121,115.4118941,,,
夏县法院,山西省,运城市,夏县,35.1262608,111.2141316,,,
应县人民法院,山西省,朔州市,应县,39.5531328,113.1721252,,,
青县人民法院,河北省,沧州市,青县,38.5809955,116.7999486,,,
武强县人民法院,河北省,衡水市,武强县,38.0413949,115.9374165,,,
